clip_id	speaker_id	speaker_partition	split	condition	category	audio_path	duration_seconds	size_bytes	transcript_status
s01_038	s01	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s01/s01_038.wav	5.393500	172670	expected_reference_from_frozen_script
s01_039	s01	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s01/s01_039.wav	5.833500	186750	expected_reference_from_frozen_script
s01_040	s01	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s01/s01_040.wav	5.973500	191230	expected_reference_from_frozen_script
s02_001	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_001.wav	5.173500	165630	expected_reference_from_frozen_script
s02_002	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_002.wav	5.333500	170750	expected_reference_from_frozen_script
s02_003	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_003.wav	4.393500	140670	expected_reference_from_frozen_script
s02_004	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_004.wav	5.753500	184190	expected_reference_from_frozen_script
s02_005	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_005.wav	5.233500	167550	expected_reference_from_frozen_script
s02_006	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_006.wav	4.413500	141310	expected_reference_from_frozen_script
s02_007	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_007.wav	5.233500	167550	expected_reference_from_frozen_script
s02_008	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_008.wav	5.373500	172030	expected_reference_from_frozen_script
s02_009	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_009.wav	4.853500	155390	expected_reference_from_frozen_script
s02_010	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_010.wav	4.893500	156670	expected_reference_from_frozen_script
s02_011	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_011.wav	4.013500	128510	expected_reference_from_frozen_script
s02_012	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_012.wav	4.513500	144510	expected_reference_from_frozen_script
s02_013	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_013.wav	4.653500	148990	expected_reference_from_frozen_script
s02_014	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_014.wav	5.373500	172030	expected_reference_from_frozen_script
s02_015	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_015.wav	5.173500	165630	expected_reference_from_frozen_script
s02_016	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_016.wav	3.893500	124670	expected_reference_from_frozen_script
s02_017	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_017.wav	4.473500	143230	expected_reference_from_frozen_script
s02_018	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_018.wav	5.073500	162430	expected_reference_from_frozen_script
s02_019	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_019.wav	5.213500	166910	expected_reference_from_frozen_script
s02_020	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_020.wav	3.633500	116350	expected_reference_from_frozen_script
s02_021	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_021.wav	5.313500	170110	expected_reference_from_frozen_script
s02_022	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_022.wav	5.353500	171390	expected_reference_from_frozen_script
s02_023	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_023.wav	4.653500	148990	expected_reference_from_frozen_script
s02_024	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_024.wav	4.273500	136830	expected_reference_from_frozen_script
s02_025	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_025.wav	5.153500	164990	expected_reference_from_frozen_script
s02_026	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_026.wav	5.533500	177150	expected_reference_from_frozen_script
s02_027	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_027.wav	4.193500	134270	expected_reference_from_frozen_script
s02_028	s02	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_028.wav	5.793500	185470	expected_reference_from_frozen_script
s02_029	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_029.wav	3.633500	116350	expected_reference_from_frozen_script
s02_030	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_030.wav	4.293500	137470	expected_reference_from_frozen_script
s02_031	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_031.wav	3.873500	124030	expected_reference_from_frozen_script
s02_032	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_032.wav	4.093500	131070	expected_reference_from_frozen_script
s02_033	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_033.wav	4.853500	155390	expected_reference_from_frozen_script
s02_034	s02	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_034.wav	4.273500	136830	expected_reference_from_frozen_script
s02_035	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_035.wav	3.713500	118910	expected_reference_from_frozen_script
s02_036	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_036.wav	4.473500	143230	expected_reference_from_frozen_script
s02_037	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_037.wav	4.353500	139390	expected_reference_from_frozen_script
s02_038	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_038.wav	4.913500	157310	expected_reference_from_frozen_script
s02_039	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_039.wav	4.613500	147710	expected_reference_from_frozen_script
s02_040	s02	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s02/s02_040.wav	4.473500	143230	expected_reference_from_frozen_script
s03_001	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_001.wav	6.713500	214910	expected_reference_from_frozen_script
s03_002	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_002.wav	7.333500	234750	expected_reference_from_frozen_script
s03_003	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_003.wav	7.293500	233470	expected_reference_from_frozen_script
s03_004	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_004.wav	10.153500	324990	expected_reference_from_frozen_script
s03_005	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_005.wav	7.173500	229630	expected_reference_from_frozen_script
s03_006	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_006.wav	8.013500	256510	expected_reference_from_frozen_script
s03_007	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_007.wav	9.133500	292350	expected_reference_from_frozen_script
s03_008	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_008.wav	6.573500	210430	expected_reference_from_frozen_script
s03_009	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_009.wav	7.193500	230270	expected_reference_from_frozen_script
s03_010	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_010.wav	7.453500	238590	expected_reference_from_frozen_script
s03_011	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_011.wav	8.133500	260350	expected_reference_from_frozen_script
s03_012	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_012.wav	9.113500	291710	expected_reference_from_frozen_script
s03_013	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_013.wav	7.393500	236670	expected_reference_from_frozen_script
s03_014	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_014.wav	8.973500	287230	expected_reference_from_frozen_script
s03_015	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_015.wav	10.013500	320510	expected_reference_from_frozen_script
s03_016	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_016.wav	5.673500	181630	expected_reference_from_frozen_script
s03_017	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_017.wav	6.733500	215550	expected_reference_from_frozen_script
s03_018	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_018.wav	5.933500	189950	expected_reference_from_frozen_script
s03_019	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_019.wav	7.753500	248190	expected_reference_from_frozen_script
s03_020	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_020.wav	6.693500	214270	expected_reference_from_frozen_script
s03_021	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_021.wav	6.053500	193790	expected_reference_from_frozen_script
s03_022	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_022.wav	8.633500	276350	expected_reference_from_frozen_script
s03_023	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_023.wav	8.273500	264830	expected_reference_from_frozen_script
s03_024	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_024.wav	6.853500	219390	expected_reference_from_frozen_script
s03_025	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_025.wav	6.893500	220670	expected_reference_from_frozen_script
s03_026	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_026.wav	5.353500	171390	expected_reference_from_frozen_script
s03_027	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_027.wav	8.733500	279550	expected_reference_from_frozen_script
s03_028	s03	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_028.wav	4.753500	152190	expected_reference_from_frozen_script
s03_029	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_029.wav	5.213500	166910	expected_reference_from_frozen_script
s03_030	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_030.wav	7.293500	233470	expected_reference_from_frozen_script
s03_031	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_031.wav	5.053500	161790	expected_reference_from_frozen_script
s03_032	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_032.wav	6.433500	205950	expected_reference_from_frozen_script
s03_033	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_033.wav	7.433500	237950	expected_reference_from_frozen_script
s03_034	s03	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_034.wav	7.653500	244990	expected_reference_from_frozen_script
s03_035	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_035.wav	7.793500	249470	expected_reference_from_frozen_script
s03_036	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_036.wav	5.573500	178430	expected_reference_from_frozen_script
s03_037	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_037.wav	7.013500	224510	expected_reference_from_frozen_script
s03_038	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_038.wav	8.553500	273790	expected_reference_from_frozen_script
s03_039	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_039.wav	7.813500	250110	expected_reference_from_frozen_script
s03_040	s03	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s03/s03_040.wav	8.353500	267390	expected_reference_from_frozen_script
s04_001	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_001.wav	6.373500	204030	expected_reference_from_frozen_script
s04_002	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_002.wav	6.953500	222590	expected_reference_from_frozen_script
s04_003	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_003.wav	5.953500	190590	expected_reference_from_frozen_script
s04_004	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_004.wav	7.473500	239230	expected_reference_from_frozen_script
s04_005	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_005.wav	6.453500	206590	expected_reference_from_frozen_script
s04_006	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_006.wav	5.313500	170110	expected_reference_from_frozen_script
s04_007	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_007.wav	7.473500	239230	expected_reference_from_frozen_script
s04_008	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_008.wav	7.213500	230910	expected_reference_from_frozen_script
s04_009	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_009.wav	6.753500	216190	expected_reference_from_frozen_script
s04_010	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_010.wav	7.553500	241790	expected_reference_from_frozen_script
s04_011	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_011.wav	6.033500	193150	expected_reference_from_frozen_script
s04_012	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_012.wav	5.413500	173310	expected_reference_from_frozen_script
s04_013	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_013.wav	5.653500	180990	expected_reference_from_frozen_script
s04_014	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_014.wav	6.893500	220670	expected_reference_from_frozen_script
s04_015	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_015.wav	6.793500	217470	expected_reference_from_frozen_script
s04_016	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_016.wav	4.633500	148350	expected_reference_from_frozen_script
s04_017	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_017.wav	5.893500	188670	expected_reference_from_frozen_script
s04_018	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_018.wav	5.473500	175230	expected_reference_from_frozen_script
s04_019	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_019.wav	6.233500	199550	expected_reference_from_frozen_script
s04_020	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_020.wav	5.413500	173310	expected_reference_from_frozen_script
s04_021	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_021.wav	5.773500	184830	expected_reference_from_frozen_script
s04_022	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_022.wav	5.013500	160510	expected_reference_from_frozen_script
s04_023	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_023.wav	4.973500	159230	expected_reference_from_frozen_script
s04_024	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_024.wav	5.853500	187390	expected_reference_from_frozen_script
s04_025	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_025.wav	5.633500	180350	expected_reference_from_frozen_script
s04_026	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_026.wav	5.313500	170110	expected_reference_from_frozen_script
s04_027	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_027.wav	7.453500	238590	expected_reference_from_frozen_script
s04_028	s04	train_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_028.wav	4.073500	130430	expected_reference_from_frozen_script
s04_029	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_029.wav	5.753500	184190	expected_reference_from_frozen_script
s04_030	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_030.wav	4.113500	131710	expected_reference_from_frozen_script
s04_031	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_031.wav	5.013500	160510	expected_reference_from_frozen_script
s04_032	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_032.wav	5.013500	160510	expected_reference_from_frozen_script
s04_033	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_033.wav	5.853500	187390	expected_reference_from_frozen_script
s04_034	s04	train_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_034.wav	5.553500	177790	expected_reference_from_frozen_script
s04_035	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_035.wav	4.813500	154110	expected_reference_from_frozen_script
s04_036	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_036.wav	5.733500	183550	expected_reference_from_frozen_script
s04_037	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_037.wav	6.873500	220030	expected_reference_from_frozen_script
s04_038	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_038.wav	5.353500	171390	expected_reference_from_frozen_script
s04_039	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_039.wav	6.753500	216190	expected_reference_from_frozen_script
s04_040	s04	train_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s04/s04_040.wav	5.233500	167550	expected_reference_from_frozen_script
s05_001	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_001.wav	5.213500	166910	expected_reference_from_frozen_script
s05_002	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_002.wav	6.573500	210430	expected_reference_from_frozen_script
s05_003	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_003.wav	4.253500	136190	expected_reference_from_frozen_script
s05_004	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_004.wav	5.413500	173310	expected_reference_from_frozen_script
s05_005	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_005.wav	4.973500	159230	expected_reference_from_frozen_script
s05_006	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_006.wav	4.593500	147070	expected_reference_from_frozen_script
s05_007	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_007.wav	4.773500	152830	expected_reference_from_frozen_script
s05_008	s05	dev_speaker	train	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_008.wav	5.013500	160510	expected_reference_from_frozen_script
s05_009	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_009.wav	4.693500	150270	expected_reference_from_frozen_script
s05_010	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_010.wav	4.913500	157310	expected_reference_from_frozen_script
s05_011	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_011.wav	4.553500	145790	expected_reference_from_frozen_script
s05_012	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_012.wav	4.193500	134270	expected_reference_from_frozen_script
s05_013	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_013.wav	4.933500	157950	expected_reference_from_frozen_script
s05_014	s05	dev_speaker	heldout_real	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_014.wav	5.453500	174590	expected_reference_from_frozen_script
s05_015	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_015.wav	3.773500	120830	expected_reference_from_frozen_script
s05_016	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_016.wav	3.533500	113150	expected_reference_from_frozen_script
s05_017	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_017.wav	5.353500	171390	expected_reference_from_frozen_script
s05_018	s05	dev_speaker	heldout_fake	whatsapp_opus	mixed_technical_dictation	audio/converted/s05/s05_018.wav	5.593500	179070	expected_reference_from_frozen_script
